ISO code,Country,Variable code,Variable name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AZE,Azerbaijan,avh,Average annual hours worked by persons engaged,,,,,,,1896.48,1889.94,1869.87,1862.54,1860.44,1862.28,1846.19,1825.96,1818.38,1810.48,1795.69,1804.82,1808.36,1804.05,1796.38,1740.47,1786.7,1790.37,1790.75
AZE,Azerbaijan,ccon,"Real consumption of households and government, at current PPPs (in mil. 2021US$)",21259.0390625,21643.107421875,22494.91015625,23761.6875,25983.51171875,27847.1015625,31078.09765625,37482.6796875,46447.453125,58646.71484375,71184.328125,84767.6328125,107062.6171875,120810.40625,121536.515625,134783.640625,135530.4375,137466.1875,133109.390625,127515.3046875,140239.9375,135003.921875,144118.359375,149362.671875,152069.359375
AZE,Azerbaijan,cn,Capital stock at current PPPs (in mil. 2021US$),36249.25390625,38165.19140625,40312.375,45600.87109375,55274.24609375,65043.11328125,73608.9296875,80156.9375,82784.8359375,86783.4765625,89479.1171875,95104.546875,109062.1953125,136702.3125,182596.953125,190075.65625,213452.890625,225470.6875,241139.5625,298562.0625,360851.9375,429795.40625,493571.0625,509415.53125,521924
AZE,Azerbaijan,emp,Number of persons engaged (in millions),3.80385208129883,3.87802171707153,3.91893625259399,3.96423482894897,4.01143217086792,4.06416463851929,4.12029409408569,4.17941093444824,4.24143886566162,4.30412149429321,4.36524868011475,4.41847610473633,4.4529275894165,4.51424551010132,4.58833646774292,4.67145395278931,4.74116563796997,4.83130788803101,4.89430809020996,4.94523143768311,4.84579563140869,4.78330659866333,4.89700269699097,4.97591018676758,5.02871227264404
BDI,Burundi,ccon,"Real consumption of households and government, at current PPPs (in mil. 2021US$)",4654.912109375,4828.7236328125,4884.60986328125,5141.2451171875,5134.2109375,5294.18115234375,5726.9775390625,6199.51708984375,6353.98876953125,6935.53515625,6857.7109375,7244.27685546875,8054.32958984375,8406.8173828125,9455.6396484375,9997.2724609375,10010.3779296875,10212.6806640625,10710.7626953125,11146.1240234375,12551.3203125,12770.296875,13151.052734375,13603.3994140625,14033.3828125
BDI,Burundi,cn,Capital stock at current PPPs (in mil. 2021US$),11429.7685546875,11741.6513671875,11834.681640625,12086.4990234375,12496.8818359375,13147.93359375,13872.02734375,14117.443359375,13953.9521484375,13746.865234375,13871.365234375,14179.04296875,14502.615234375,13574.1650390625,13231.98046875,14415.1806640625,15089.345703125,17413.9375,19482.380859375,21347.556640625,22611.150390625,23292.8984375,28384.6640625,29178.771484375,29873.900390625
BDI,Burundi,emp,Number of persons engaged (in millions),2.68151569366455,2.73545169830322,2.8069167137146,2.88715076446533,2.9744176864624,3.09008955955505,3.19150829315186,3.28168511390686,3.44953370094299,3.64725518226624,3.86709141731262,4.06351327896118,4.19602155685425,4.32959699630737,4.46734571456909,4.59718227386475,4.66706562042236,4.7025899887085,4.80194044113159,4.97273397445679,5.17448902130127,5.30222034454346,5.498291015625,5.71780443191528,5.94007635116577
BDI,Burundi,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.19898390769959,1.20639288425446,1.21525037288666,1.22417294979095,1.2331610918045,1.24221515655518,1.25133562088013,1.26052308082581,1.26977801322937,1.27910101413727,1.28849232196808,1.29795265197754,1.31062138080597,1.32341384887695,1.3363311290741,1.34937453269959,1.36254513263702,1.37584447860718,1.38927340507507,1.40283358097076,1.41652607917786,1.43035221099854,1.44758975505829,1.46562254428864,1.48449504375458
BEL,Belgium,avh,Average annual hours worked by persons engaged,1575.38,1589.1,1581.24,1593.65,1598.22,1587.8,1577.68,1591.64,1593.66,1582.51,1564.16,1578.19,1594.7,1592.52,1591.51,1587.92,1582.11,1582.19,1584.38,1587.5,1587.41,1458.99,1550.99,1589.98,1593.29
BEL,Belgium,ccon,"Real consumption of households and government, at current PPPs (in mil. 2021US$)",283092.875,307004.5625,312205.0625,323856.71875,311109,304516.375,306823.90625,313563,323426.75,340101.96875,350305.5625,366991.625,385647.0625,388998.375,390804.90625,397487.25,403264.53125,412927.15625,421613.59375,427993.03125,455578.4375,442064.875,466783.28125,483854.9375,488982.8125
